Rainfall,Humidity3pm,Pressure9am,RainToday,RainTomorrow
0.2,NA,NA,No,No
0.2,NA,NA,No,Yes
7.2,NA,NA,Yes,Yes
7.2,NA,NA,Yes,No
0,NA,NA,No,Yes
1.2,NA,NA,Yes,No
0,NA,NA,No,No
0,NA,NA,No,No
0,NA,NA,No,No
0.4,NA,NA,No,Yes
NA,NA,NA,NA,Yes
74.2,NA,NA,Yes,No
0.2,NA,NA,No,Yes
19.6,NA,NA,Yes,Yes
4.4,NA,NA,Yes,No
0,NA,NA,No,No
0.2,NA,NA,No,No
0.2,NA,NA,No,No
0,NA,NA,No,No
0,NA,NA,No,No
0,NA,NA,No,No
0,NA,NA,No,No
0,NA,NA,No,No
0,NA,NA,No,No
0,NA,NA,No,No
0,NA,NA,No,No
0,NA,NA,No,No
0,NA,NA,No,No
0,NA,NA,No,Yes
7.8,NA,NA,Yes,No
0,NA,NA,No,No
0,NA,NA,No,No
0,NA,NA,No,No
0,NA,NA,No,No
1,NA,NA,No,Yes
3.8,NA,NA,Yes,No
0,NA,NA,No,No
0,NA,NA,No,No
0,NA,NA,No,No
0,NA,NA,No,No
0,NA,NA,No,No
0,NA,NA,No,No
0,NA,NA,No,Yes
1.6,NA,NA,Yes,No
0,NA,NA,No,No
0.2,NA,NA,No,Yes
2,NA,NA,Yes,No
0,NA,NA,No,No
0,NA,NA,No,Yes
9,NA,NA,Yes,No
0,NA,NA,No,Yes
9.6,NA,NA,Yes,No
0,NA,NA,No,No
0,NA,NA,No,No
0,NA,NA,No,No
0.8,NA,NA,No,No
0.2,NA,NA,No,No
0,NA,NA,No,No
0,NA,NA,No,No
0,NA,NA,No,No
0,NA,NA,No,No
0,NA,NA,No,No
0,NA,NA,No,Yes
1.6,NA,NA,Yes,No
0,NA,NA,No,Yes
2.6,NA,NA,Yes,Yes
3.8,NA,NA,Yes,No
0.2,NA,NA,No,No
0,NA,NA,No,Yes
11.8,NA,NA,Yes,Yes
52.4,NA,NA,Yes,Yes
22.8,NA,NA,Yes,Yes
24.2,NA,NA,Yes,Yes
8.6,NA,NA,Yes,Yes
2.6,NA,NA,Yes,No
0,NA,NA,No,Yes
1.8,NA,NA,Yes,No
0.8,NA,NA,No,No
0,NA,NA,No,No
0,NA,NA,No,Yes
1.6,NA,NA,Yes,Yes
20,NA,NA,Yes,No
0.6,NA,NA,No,No
0,NA,NA,No,No
0.2,NA,NA,No,No
0,NA,NA,No,No
0,NA,NA,No,No
0,69,1005.3,No,No
0,62,1012.5,No,No
0,62,1021.1,No,No
0,68,1018.4,No,No
0,73,1013.4,No,No
0,80,1011.8,No,No
0,82,1010.1,No,No
0,81,1011.3,No,Yes
2.8,59,1019,Yes,No
0,51,1016.8,No,No
0,66,1013.8,No,No
1,NA,1015.2,No,No
0.2,66,1019.3,No,No
0,69,1015.1,No,No
0,NA,1009.6,No,Yes
10.4,69,1012.9,Yes,Yes
1.2,63,1019.4,Yes,No
0,54,1021.7,No,No
0,67,1019.3,No,No
0,71,1014.2,No,No
0,71,1012.3,No,Yes
2,NA,1009.7,Yes,No
0,67,1009.6,No,No
0,30,1005.4,No,No
0,68,1018.7,No,No
0.4,84,1018.6,No,No
0,NA,1020.6,No,No
0.2,70,1018.7,No,No
0.2,75,1018.4,No,No
0.2,72,1018.5,No,No
0,71,1017.4,No,No
0.2,71,1015.7,No,No
0,73,1015.9,No,No
0,70,1010.3,No,No
0,82,1011.1,No,Yes
2,74,1009.2,Yes,No
0,73,1010.5,No,No
0,71,1013.5,No,No
0,73,1010.9,No,No
0,85,1011.2,No,Yes
7.4,95,1010.9,Yes,Yes
13.8,82,1010.2,Yes,Yes
13.8,91,1016.4,Yes,Yes
16,77,1024.5,Yes,Yes
14.2,84,1021.6,Yes,Yes
26.6,90,1013.3,Yes,Yes
19.2,73,1016.4,Yes,Yes
2.2,84,1015.8,Yes,Yes
23.6,82,1010.1,Yes,No
0,75,1008.4,No,No
0,76,1011.6,No,No
0,75,1012.8,No,No
0,66,1017.9,No,No
0,76,1016.8,No,Yes
1.6,72,1014.2,Yes,No
0,73,1016.2,No,No
0,70,1019.4,No,No
0.2,59,1017.6,No,No
0,68,1009.5,No,No
0,68,1010.4,No,No
0,62,1016.1,No,No
0,66,1018,No,No
0,67,1008.7,No,No
0,44,1010,No,No
0,57,1013.2,No,No
0,73,1013.7,No,No
0,66,1017.1,No,No
0,65,1021.3,No,No
0,59,1021.7,No,Yes
3.6,71,1023.1,Yes,No
0,65,1022.4,No,No
0,70,1018.4,No,No
0,80,1014.8,No,Yes
2.2,73,1010.8,Yes,Yes
7.6,44,1011.8,Yes,No
0,49,1013.5,No,No
0,59,1018.8,No,No
0,73,1016.6,No,No
0.2,73,1017.4,No,No
0.2,68,1018.5,No,No
0.4,71,1017.6,No,No
0,68,1017.2,No,No
0,74,1018.4,No,No
0,73,1019.8,No,No
0,78,1019.8,No,Yes
17.8,78,1022.8,Yes,No
0.6,54,1025.2,No,No
0,75,1023.4,No,No
0,79,1023.1,No,Yes
17,85,1020.1,Yes,Yes
8.2,86,1019.6,Yes,Yes
29.8,85,1022.6,Yes,Yes
2.2,84,1021.1,Yes,No
0.8,77,1016.7,No,No
0.8,74,1019.7,No,No
0,72,1019,No,Yes
7.6,70,1024.9,Yes,No
0,75,1026.5,No,No
0,69,1025.3,No,No
0,76,1023.4,No,No
0.2,81,1024.9,No,No
0,83,1023,No,No
0,88,1021.8,No,Yes
5.4,81,1015.1,Yes,No
0.2,36,1011.3,No,No
0,57,1015.2,No,No
0,65,1015.7,No,No
0,88,1019.3,No,Yes
6,67,1018.5,Yes,Yes
14,64,1019,Yes,No
0.2,71,1021.5,No,No
0.2,62,1023.5,No,No
0,65,1021.8,No,No
0.4,76,1013,No,No
0.4,47,1005.3,No,No
0,39,1002.9,No,No
0,35,1013.8,No,No
0,38,1015.7,No,No
0,78,1021.7,No,Yes
5,77,1019.2,Yes,Yes
2.6,66,1024.2,Yes,No
0,72,1024,No,Yes
34.8,73,1027.3,Yes,No
0,61,1027.9,No,Yes
12.4,67,1029.7,Yes,No
0.6,64,1028,No,No
0,53,1023.7,No,Yes
3.4,77,1026.5,Yes,Yes
21.2,55,1023.6,Yes,Yes
2.2,59,1022.9,Yes,Yes
19.2,51,1024.5,Yes,No
0,60,1021,No,No
0,45,1016.2,No,No
0,40,1013.4,No,No
0,41,1013.7,No,No
0,46,1009.5,No,No
0,59,1018.4,No,No
0,60,1024.7,No,No
0.4,71,1023.8,No,Yes
2.6,70,1021.1,Yes,No
0.6,60,1022.3,No,Yes
3.6,70,1021.9,Yes,Yes
5.6,70,1022.6,Yes,No
0,66,1026.1,No,No
0,67,1025.4,No,No
0,70,1021.9,No,No
0,81,1019.7,No,No
0.4,72,1020.6,No,Yes
50.4,74,1022,Yes,Yes
30.2,91,1027,Yes,Yes
17.6,58,1032.4,Yes,No
0,75,1031.9,No,Yes
7.4,79,1029.3,Yes,Yes
5.6,79,1025.3,Yes,No
0.4,84,1020.2,No,No
0.8,60,1014.5,No,No
0,49,1013.7,No,No
0,55,1008.4,No,No
0,48,1010.4,No,No
0,49,1011.8,No,No
NA,NA,NA,NA,No
0,46,1023.7,No,No
0,46,1017.8,No,No
0,46,1014.7,No,No
0,49,1012.7,No,No
0.8,92,1016.9,No,Yes
39.2,79,1026.6,Yes,Yes
7.6,69,1028.5,Yes,Yes
3.2,61,1029.1,Yes,Yes
5.2,90,1027.1,Yes,Yes
2.8,88,1023.5,Yes,Yes
23.8,79,1019.8,Yes,No
0.2,80,1019.5,No,No
0.2,61,1015,No,No
0,56,1015,No,No
0,59,1012.4,No,No
0,67,1007.6,No,No
0,60,1005.9,No,No
0.2,57,1012.7,No,No
0,61,1013.8,No,No
0,36,1005.9,No,No
0,41,1008.2,No,No
0,40,1003.6,No,No
0,40,1012.2,No,No
0,51,1015.8,No,No
0,59,1020.1,No,Yes
2.4,82,1023.8,Yes,Yes
24.4,59,1028.8,Yes,Yes
1.8,58,1029.7,Yes,Yes
3,74,1026.8,Yes,Yes
4.2,65,1021.8,Yes,No
0,74,1014.8,No,No
0.2,66,1008,No,No
0,48,1007.6,No,No
0,63,1009.6,No,No
0,70,1011.7,No,Yes
20.6,76,1018.2,Yes,No
0,59,1022.2,No,No
0,53,1021.2,No,No
0,54,1025,No,No
0,66,1021.3,No,No
0,52,1012,No,Yes
2.6,50,1012.5,Yes,Yes
12.6,70,1025.3,Yes,No
0.2,57,1025.8,No,No
0,81,1019.2,No,Yes
2.8,48,1015.9,Yes,No
0,61,1022.5,No,No
0,56,1023.9,No,No
0,62,1024.3,No,No
0,51,1019.9,No,No
0,48,1025.3,No,No
0,57,1027.5,No,No
0,59,1021.1,No,No
0.2,60,1021.4,No,No
0,56,1022.1,No,No
0,68,1023.2,No,No
0.2,43,1016.5,No,No
0.2,66,1023,No,No
0,55,1019.9,No,No
0,70,1019.3,No,No
0,79,1015.7,No,Yes
3.2,46,1012.4,Yes,No
0,58,1014.1,No,No
0,69,1018.6,No,No
0,64,1019.4,No,No
0.2,72,1016.1,No,No
0,65,1013.3,No,No
0,58,1027.9,No,No
0,63,1027.6,No,No
0,66,1019.1,No,No
0,77,1009.8,No,No
0,60,1012.4,No,No
0,81,1012.1,No,No
0,37,1006.2,No,No
0,25,1007.8,No,No
0,20,1013.6,No,No
0,60,1017.8,No,No
0,64,1016.8,No,No
0,62,1008.3,No,No
0.2,31,1011.8,No,No
0,33,1018,No,No
0,50,1021.8,No,No
0,70,1024.4,No,No
0,81,1020.8,No,Yes
8.2,49,1015.2,Yes,No
1,47,1015.7,No,No
0,64,1018.7,No,No
0,75,1008.6,No,No
0,64,1008.4,No,No
0,35,1010.5,No,No
0,52,1016,No,No
0,52,1022.5,No,No
0,70,1022.5,No,No
0,28,1020.2,No,No
0,77,1020.4,No,No
0,76,1021,No,No
0,90,1022.2,No,No
0.4,34,1018,No,No
0,71,1017.8,No,No
0,72,1019.2,No,No
0,58,1015.1,No,Yes
NA,49,NA,NA,Yes
1.6,40,999,Yes,No
0,61,1012.4,No,No
0,56,1014.2,No,No
0,19,1004.4,No,No
0,26,1007.6,No,No
0,61,1007.7,No,No
0,54,1014.2,No,No
0,60,1018.2,No,No
0,53,1014.3,No,No
0,79,1013,No,Yes
8.6,93,1010.4,Yes,Yes
16,61,1020.3,Yes,Yes
NA,76,NA,NA,Yes
16.2,66,1028.9,Yes,Yes
11.8,70,1024.9,Yes,No
0.8,82,1011.9,No,No
0.2,26,1002.5,No,No
0,68,1001.9,No,No
0,32,1009,No,No
0,30,1011.9,No,No
0,60,1020.8,No,Yes
17.6,63,1027,Yes,No
0,70,1027.1,No,No
0,72,1023.6,No,No
0.2,52,1019.8,No,No
0,64,1024.7,No,No
NA,77,1025.7,NA,No
0,78,1025.8,No,No
0,72,1023.2,No,No
0,71,1025,No,No
0,75,1024.5,No,No
0,79,1020.7,No,No
0,21,1012.3,No,No
0,78,1017.1,No,No
0,78,1020.3,No,No
NA,83,NA,NA,No
0,69,1027.1,No,No
0,63,1022.5,No,No
0,73,1022.4,No,No
NA,71,NA,NA,No
0,69,1016.5,No,No
0,83,1011.5,No,No
0,74,1009.1,No,No
0.4,70,1008.3,No,No
0,63,1012.9,No,No
0,79,1011,No,No
NA,76,NA,NA,No
0,23,1005.2,No,No
0,74,1019.9,No,Yes
1.2,95,1025.1,Yes,Yes
3.6,76,1022,Yes,No
0,78,1017.1,No,Yes
2,66,1010.2,Yes,No
0,76,1006.6,No,No
0,61,1001.3,No,No
0,80,1007.7,No,Yes
17,72,1015.9,Yes,Yes
7.6,61,1021.3,Yes,No
0,60,1022.9,No,No
0,76,1015.4,No,No
0,68,1015.3,No,No
0.2,70,1017.4,No,No
0,78,1011.9,No,No
0,79,1008.8,No,No
0.8,68,1010.7,No,No
0,84,1011.1,No,No
NA,67,NA,NA,No
0,78,1015.7,No,No
0.4,78,1020.4,No,No
0.2,73,1022.4,No,No
0,79,1020.3,No,No
0,75,1014.5,No,No
0.2,93,1015.2,No,Yes
8.6,54,1015.1,Yes,No
0,60,1020.8,No,No
0,72,1016.7,No,No
0,NA,1012.1,No,No
NA,79,1013.5,NA,No
0,89,1010.1,No,Yes
14,94,1014.5,Yes,Yes
5.4,96,1017.8,Yes,Yes
18.6,93,1014.8,Yes,Yes
9,77,1020.6,Yes,No
0,69,1023.9,No,Yes
2.6,87,1020.5,Yes,Yes
2.2,77,1013.7,Yes,No
0,91,1008.4,No,Yes
19.4,90,1014.6,Yes,Yes
1.2,62,1020.1,Yes,No
0,77,1018.2,No,No
0,87,1015,No,No
0.2,79,1017.5,No,No
0,67,1021.3,No,No
0,79,1018.2,No,No
0,79,1015.6,No,No
0,75,1019.3,No,No
NA,83,1010.7,NA,Yes
18,92,1016.6,Yes,No
0,86,1018.5,No,No
0,72,1014,No,No
NA,26,NA,NA,No
0,45,1009.4,No,No
0,56,1010.6,No,No
0,71,1012,No,No
0.2,80,1013.8,No,No
0,NA,1008.2,No,No
0.6,77,1015.8,No,No
0,NA,1014.5,No,Yes
2,77,1010.8,Yes,No
0,78,1014.1,No,No
NA,77,NA,NA,No
0.4,NA,1017.5,No,Yes
4.2,76,1016,Yes,No
0,71,1015.3,No,No
0,84,1016.9,No,Yes
8,79,1013.9,Yes,Yes
12.6,82,1013.5,Yes,No
0,93,1010.1,No,Yes
7.2,90,1014.5,Yes,No
0.6,88,1020.7,No,Yes
13.4,80,1022.4,Yes,No
0,75,1022.7,No,No
0.2,74,1020.7,No,No
0,74,1017.2,No,No
0,46,1009.2,No,Yes
NA,90,NA,NA,Yes
5.8,77,1006.5,Yes,No
0,73,1011.3,No,No
0,73,1016.1,No,No
NA,68,NA,NA,No
0,63,1021.4,No,No
0,73,1017.9,No,No
0,65,1015.7,No,No
0,75,1013,No,No
0,58,1021.3,No,No
0,55,1026,No,No
0.2,64,1026.3,No,No
0,68,1021.4,No,No
0,71,1016.9,No,Yes
4.8,89,1017.7,Yes,Yes
7,62,1018.3,Yes,No
0,60,1018.8,No,Yes
1.4,NA,1016.2,Yes,No
0,84,1011.2,No,Yes
39.8,85,1011.8,Yes,No
NA,86,NA,NA,Yes
NA,94,1020.4,NA,Yes
14,63,1030,Yes,No
0,59,1034.5,No,No
0,69,1033.6,No,No
0,71,1029.9,No,No
0,65,1025.5,No,No
0,68,1023.6,No,No
0,63,1025.6,No,No
0,63,1026.6,No,No
0,69,1022.7,No,No
0,67,1020.9,No,No
0.2,72,1018.5,No,No
0,61,1020,No,No
0,68,1020,No,No
0,69,1021.2,No,No
0,64,1023.5,No,No
0,74,1019.5,No,No
0,82,1019.3,No,No
0,73,1019.5,No,No
0,79,1017,No,Yes
10,92,1019.2,Yes,Yes
26,81,1018.1,Yes,No
0,65,1018.2,No,No
0,67,1019.6,No,No
0,66,1021,No,Yes
13.4,73,1022.1,Yes,No
0,59,1021.1,No,No
0,73,1020.4,No,Yes
5.8,86,1017.1,Yes,Yes
3,64,1013.2,Yes,No
0.2,70,1014.8,No,No
0,70,1010.5,No,No
0,43,1009,No,No
0,44,1014.7,No,No
0,64,1021.5,No,No
0,58,1022.7,No,No
0,59,1021.8,No,No
0,80,1026.3,No,Yes
4.8,80,1027.9,Yes,No
0,74,1027.1,No,No
0,76,1025.9,No,No
0.2,72,1025.1,No,No
0.8,66,1023.2,No,No
0.2,77,1023,No,No
0.2,67,1021,No,No
0,53,1015.4,No,Yes
18.4,75,1014.1,Yes,Yes
3.4,62,1023.8,Yes,No
0,51,1020.5,No,No
0,37,1021.3,No,No
0,38,1020.4,No,No
0,90,1024.4,No,Yes
16.2,78,1027.2,Yes,No
0.2,48,1024.8,No,No
0,60,1027.1,No,No
0.2,67,1021.4,No,No
0,56,1012.9,No,No
0,40,1020.3,No,No
0,52,1022,No,No
0,53,1021.7,No,No
NA,68,1020.3,NA,No
0,30,1013.3,No,No
0,50,1017.7,No,No
0,50,1018.7,No,No
0,48,1017.9,No,No
0,65,1017.1,No,No
0,66,1020.2,No,Yes
12.8,74,1019.2,Yes,Yes
23.2,92,1017.2,Yes,Yes
18.2,76,1021.7,Yes,Yes
1.6,64,1022.8,Yes,No
0,69,1020,No,Yes
52.6,90,1020.7,Yes,Yes
43.4,82,1023,Yes,Yes
1.2,67,1019.4,Yes,Yes
13.4,84,1011.8,Yes,Yes
3.2,91,1004.1,Yes,Yes
27.6,64,1016.8,Yes,No
0,72,1020.6,No,Yes
7.4,90,1010.9,Yes,Yes
6.4,58,1004.1,Yes,Yes
1.4,89,1007.4,Yes,Yes
11.2,74,1018.6,Yes,Yes
3,72,1020.4,Yes,Yes
1.8,83,1021.9,Yes,Yes
56,92,1017.1,Yes,Yes
26.6,69,1013.4,Yes,Yes
1.8,61,1014.3,Yes,Yes
12.4,74,1023.5,Yes,Yes
NA,45,1012.9,NA,No
0,40,1017.6,No,No
0,52,1020.5,No,No
0,59,1021.6,No,No
0,70,1028.8,No,No
0,70,1034,No,No
0,71,1032.3,No,No
0,68,1029,No,No
0,85,1016.8,No,Yes
1.8,48,1017.4,Yes,No
NA,54,1025.1,NA,No
0.8,77,1031.8,No,Yes
7.2,70,1036.1,Yes,Yes
2,81,1036.1,Yes,Yes
3.2,69,1031.1,Yes,No
0,77,1025.3,No,Yes
3.8,74,1017.7,Yes,Yes
3.8,65,1020.3,Yes,No
0,49,1020.4,No,No
0,46,1020.1,No,No
0,46,1021.5,No,No
0,45,1024.9,No,No
0,67,1026.6,No,No
0,44,1025.2,No,No
NA,80,1026.7,NA,Yes
7,62,1016.7,Yes,No
0.2,87,1022.8,No,Yes
16.4,89,1026.3,Yes,Yes
25.6,72,1028.8,Yes,No
0.6,77,1028.3,No,No
0,74,1022.6,No,No
0.4,66,1023.3,No,No
0.2,83,1020.5,No,No
1,41,1009.9,No,No
1,40,1015.2,No,No
0,63,1025.6,No,No
0,61,1027.8,No,No
0.2,60,1022.7,No,No
0,59,1017.7,No,No
0,66,1021.9,No,Yes
2.6,67,1025.7,Yes,Yes
1.6,70,1028.1,Yes,Yes
15.2,67,1032.2,Yes,Yes
18.8,73,1030.4,Yes,No
0,69,1029.5,No,No
0.6,68,1033.5,No,No
0,60,1035.3,No,Yes
1.2,92,1029.1,Yes,Yes
27.8,88,1019.8,Yes,Yes
2.4,81,1017,Yes,Yes
8.4,54,1012,Yes,No
0,50,1021.2,No,No
0,49,1016.7,No,Yes
NA,NA,1018.5,NA,No
0.2,NA,1020.5,No,No
NA,NA,1023.5,NA,No
0,NA,1019.2,No,No
0.2,47,1009.9,No,No
0,48,1002.2,No,No
0.4,64,1011.8,No,No
0,52,1015.4,No,No
0,41,1006.8,No,No
0.2,40,1012.3,No,No
0,48,1022.5,No,No
NA,34,1013.4,NA,No
0,36,1017.8,No,No
0,56,1024,No,No
0.8,92,1017.8,No,Yes
1.2,36,1013,Yes,No
0,28,1008.6,No,No
0,41,1004.9,No,No
0,45,1008.9,No,No
0,54,1021.7,No,No
0,64,1028.8,No,No
0,62,1027.2,No,No
0,72,1025.6,No,No
0,56,1019,No,No
0.6,88,1016,No,Yes
2.2,67,1025.5,Yes,Yes
6.8,93,1014.6,Yes,No
0.2,42,1010.5,No,No
0,48,1019,No,No
0,68,1023.3,No,No
0,67,1027.6,No,No
0,63,1018.2,No,Yes
4.4,39,1005,Yes,No
0.8,54,1017.7,No,No
0,68,1022.2,No,No
0,37,1016.1,No,No
NA,74,1010.9,NA,No
0.2,35,1015.7,No,No
0,43,1021.3,No,No
0,60,1017.5,No,No
0,73,1021.9,No,No
0,67,1023.7,No,No
0,78,1023.2,No,No
0,67,1026.8,No,No
0,70,1024.4,No,No
0,77,1023.1,No,No
0.2,38,1016.5,No,No
0,78,1020.3,No,No
0,47,1015,No,No
0,69,1014,No,No
0,63,1016.6,No,No
0.4,51,1025.5,No,No
0,56,1028.3,No,No
0,89,1029.5,No,No
1,89,1028.8,No,Yes
11.6,83,1025.4,Yes,Yes
1.6,79,1022.2,Yes,Yes
8.2,81,1021.9,Yes,No
0.2,83,1014.9,No,No
0,61,1023.5,No,No
0,64,1026,No,No
0,55,1030.6,No,Yes
1.4,63,1033.4,Yes,No
1,73,1029.5,No,No
0,79,1020,No,Yes
2.4,53,1012.5,Yes,No
0,88,1001.2,No,Yes
1.2,30,1001.1,Yes,No
0,49,1013.5,No,Yes
2,57,1019.1,Yes,No
0,65,1024.4,No,No
0.2,62,1028.9,No,No
0,64,1026,No,No
0,68,1021.7,No,No
0,89,1017.2,No,Yes
14,90,1019.3,Yes,Yes
31.4,74,1019.7,Yes,No
1,73,1018.3,No,No
0,85,1015.9,No,Yes
2.2,67,1021,Yes,No
0,63,1020.4,No,No
0,83,1015.5,No,No
0,83,1012.7,No,Yes
2,92,1014.1,Yes,Yes
36.2,57,1012.1,Yes,No
0,58,1018.5,No,Yes
16,68,1021.5,Yes,Yes
18.6,83,1022.7,Yes,Yes
10.8,76,1022.7,Yes,No
0.6,69,1021.4,No,No
0.2,81,1018.1,No,Yes
29.2,83,1025,Yes,No
0,81,1022,No,No
0.8,81,1016.3,No,No
0,79,1014.2,No,No
0.2,82,1015.6,No,No
0,80,1016.4,No,No
0,96,1012.4,No,Yes
36.6,81,1013.6,Yes,No
0.8,70,1016.5,No,No
0,79,1015.4,No,Yes
10.4,71,1020.5,Yes,No
0,63,1027.2,No,No
0,65,1025.1,No,No
0,68,1025.6,No,No
0,73,1027.4,No,No
0,72,1025.2,No,No
0,74,1020.8,No,No
0,78,1017.7,No,No
0,76,1016,No,No
0,83,1011.7,No,No
0,82,1013.3,No,Yes
5.6,83,1015.9,Yes,Yes
26.2,95,1016.4,Yes,Yes
23.6,87,1017.8,Yes,No
0,79,1017.2,No,No
1,83,1013.3,No,No
0.2,74,1012.1,No,No
0,79,1014.2,No,No
0,77,1016.5,No,No
0,83,1016.9,No,No
NA,78,1008.5,NA,No
0,61,1004.8,No,No
0,77,1013.5,No,No
0,83,1016,No,No
0,79,1011,No,No
0.2,92,1004,No,Yes
7.8,82,1005.9,Yes,No
0.2,59,1004,No,No
0,70,1004.2,No,No
0,34,998.3,No,No
0,32,1009.8,No,No
0,80,1017.6,No,No
0,72,1018,No,No
0,69,1025.2,No,No
0,76,1017.7,No,No
0,69,1007,No,Yes
5.8,90,1005.1,Yes,No
0.4,61,1018.8,No,No
0,69,1019,No,No
0,67,1016.6,No,No
0,78,1016.1,No,No
0,72,1014.1,No,No
0.4,83,1012.4,No,Yes
4,78,1014.2,Yes,No
0.2,68,1013.3,No,No
0,64,1008.1,No,Yes
2.2,79,1010.3,Yes,Yes
7.6,87,1013.2,Yes,Yes
6.6,71,1013.7,Yes,Yes
11,77,1014.4,Yes,Yes
3.2,82,1015.9,Yes,Yes
2.4,82,1014.2,Yes,No
0,81,1012.2,No,No
0,74,1014.4,No,No
0,75,1012.5,No,No
0,80,1009.4,No,No
1,66,1010.3,No,No
0,74,1003.5,No,No
0,70,1007.4,No,No
0.2,74,1009.5,No,No
0.2,81,1013.1,No,Yes
1.4,67,1015.2,Yes,No
0,59,1016.5,No,No
0,65,1012.9,No,No
0,73,1005.4,No,No
0,74,1008.4,No,No
0,79,1012.3,No,No
0.2,76,1014.1,No,No
0.4,69,1018.4,No,No
0,51,1021.8,No,No
0,66,1020.1,No,No
0,78,1015.6,No,No
0,65,1011.8,No,No
0,76,1015.4,No,No
0,35,1011.7,No,No
0,76,1015.3,No,No
0,34,1010.9,No,No
0,89,1013,No,Yes
16.6,67,1023.5,Yes,No
0,61,1019.5,No,No
0,74,1023.9,No,Yes
1.4,70,1023.3,Yes,No
0,72,1016.7,No,No
0.2,89,1014.3,No,Yes
9.4,87,1017.3,Yes,Yes
5.4,69,1022.7,Yes,No
0.8,65,1023.2,No,No
0.2,74,1019.5,No,No
0,88,1014.1,No,Yes
3.4,86,1014.7,Yes,No
0,76,1011.7,No,No
0,72,1007,No,No
0.6,74,1012.3,No,No
0.6,57,1021,No,Yes
1.8,61,1022.8,Yes,No
0.4,55,1019.8,No,No
0,67,1015.1,No,No
0,69,1012.7,No,No
0,47,1008.5,No,No
0,76,1011.7,No,Yes
2,31,1003.3,Yes,No
0,75,1017,No,No
0,37,1009.4,No,No
0,69,1011.9,No,No
0,60,1021.4,No,No
0,55,1026.8,No,Yes
1.4,55,1024.6,Yes,No
0,69,1020,No,No
0,79,1015.9,No,No
0,81,1013.6,No,No
0,73,1016.2,No,No
0,74,1020.9,No,No
0,72,1021.5,No,No
0,85,1019.4,No,No
0.6,71,1021.3,No,No
0,69,1017.4,No,No
0.4,88,1018.9,No,No
0.6,82,1014.9,No,Yes
10.2,82,1013.3,Yes,Yes
45.4,88,1010.8,Yes,Yes
47.8,86,1006.2,Yes,Yes
1.8,82,1001.4,Yes,No
0.2,46,1003.1,No,No
0,44,1006.3,No,No
0,54,1008.3,No,Yes
5.8,88,1018.7,Yes,Yes
6,61,1024.3,Yes,Yes
4.6,76,1026.5,Yes,Yes
3.6,71,1025.7,Yes,No
0,71,1020.3,No,No
0,78,1021.6,No,No
0.8,67,1018.2,No,No
0,77,1016.2,No,No
0,80,1014.7,No,No
0.8,69,1016,No,Yes
5,68,1020.3,Yes,No
0.6,66,1023.2,No,No
0,60,1018.9,No,No
0,52,1013.8,No,No
NA,62,1014.6,NA,No
0,51,1010.4,No,No
0,36,1011.1,No,No
0,47,1012.5,No,No
0,40,1015.8,No,No
0,53,1028.4,No,No
0,59,1030,No,No
0,69,1029.8,No,No
0,74,1032.3,No,No
0,73,1031.3,No,No
0.2,75,1028.3,No,No
0,67,1025.3,No,No
0.2,71,1021,No,Yes
4.6,48,1006.5,Yes,No
0,73,1005.9,No,Yes
31.8,86,1009.1,Yes,Yes
23.6,64,1016.1,Yes,No
0.6,57,1019.1,No,Yes
2.8,91,1023.3,Yes,Yes
31.4,84,1024.3,Yes,Yes
48.4,90,1019.3,Yes,Yes
38.2,88,1017.5,Yes,Yes
13,82,1024.2,Yes,Yes
7,72,1024.4,Yes,No
0,55,1019.4,No,No
0,74,1015.4,No,Yes
4,53,1017.9,Yes,No
0,52,1016.1,No,No
0,51,1018.3,No,No
NA,47,1013.4,NA,No
0,62,1016.1,No,Yes
9.4,85,1023.6,Yes,Yes
69.2,89,1023.5,Yes,Yes
24.4,61,1022.3,Yes,No
0,84,1019.3,No,Yes
17.4,71,1021.1,Yes,Yes
1.2,81,1019.4,Yes,Yes
1.8,47,1008.6,Yes,No
0,49,1011.5,No,No
0,44,1016.2,No,No
0,54,1015.8,No,No
0,43,1006.5,No,No
0.4,44,1011.3,No,No
0,50,1016.9,No,No
0,62,1026.7,No,No
0,65,1031,No,No
0,47,1027.1,No,No
0,66,1027.7,No,No
0,90,1033.5,No,Yes
15,72,1036.3,Yes,No
0,68,1037.4,No,Yes
1.4,94,1031,Yes,Yes
7.8,73,1026.6,Yes,No
0.2,69,1022.2,No,No
0,58,1015.5,No,No
0,37,1010.9,No,No
0,43,1012.2,No,No
0,36,1009.3,No,No
0,47,1022.9,No,No
0,44,1019.5,No,No
0,41,1015.8,No,No
0,43,1017.9,No,No
0,47,1022.8,No,No
0,50,1018.7,No,No
0,53,1025.5,No,Yes
5.2,93,1034.2,Yes,Yes
12.6,76,1031.6,Yes,Yes
8,83,1025.1,Yes,No
0.2,52,1018.7,No,No
0,51,1014.8,No,Yes
44,89,1011,Yes,Yes
55.6,95,1014.7,Yes,Yes
66.2,90,1016.7,Yes,Yes
43.2,82,1019.5,Yes,Yes
7.8,58,1019.6,Yes,No
0,53,1018.3,No,No
0,65,1020.3,No,No
0.2,85,1027,No,Yes
3.8,68,1029.1,Yes,No
0.2,59,1026.8,No,No
0.2,61,1024.5,No,No
0,65,1022.2,No,No
0,70,1022.7,No,No
0,68,1023.2,No,No
0.2,64,1023.3,No,No
